City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,moose jaw,50.4001,-105.5344,75.45,33,6,11.5,CA,1684625648
364,boyalik,41.2634,28.6314,57.78,94,32,13.62,TR,1684625811
365,cova figueira,14.8905,-24.2934,68.92,78,69,13.13,CV,1684625811
366,chuzhou,32.3219,118.2978,72.1,70,97,10.56,CN,1684625811
367,kapa'a,22.0752,-159.319,84.18,74,0,8.05,US,1684625811
368,sile,41.1754,29.6133,57.56,77,14,6.15,TR,1684625811
369,scarborough,54.2797,-0.4044,48.9,90,4,1.19,GB,1684625811
370,lerwick,60.1545,-1.1494,48.2,98,100,9.26,GB,1684625767
371,quimili,-27.6333,-62.4167,58.87,97,100,7.67,AR,1684625811
372,rebola,3.7167,8.8333,74.52,100,20,4.61,GQ,1684625811
373,suzun,53.7841,82.3116,48.94,55,21,9.1,RU,1684625811
374,wynyard,-41.0,145.7167,48.97,65,15,13.24,AU,1684625811
375,ongjin,37.9347,125.3619,62.67,63,92,8.19,KP,1684625812
376,sisimiut,66.9395,-53.6735,29.08,78,73,3.91,GL,1684625812
377,wajir,1.7471,40.0573,77.41,73,89,12.08,KE,1684625812
378,kolonia town,6.964,158.206,86.0,79,100,11.5,FM,1684625812
379,stephenville,32.2207,-98.2023,76.15,46,0,3.44,US,1684625729
380,jacmel,18.2342,-72.5347,76.84,88,19,3.24,HT,1684625812
381,turriff,57.5384,-2.4593,55.33,99,100,3.02,GB,1684625812
382,acapulco de juarez,16.8634,-99.8901,87.62,74,75,9.22,MX,1684625699
383,fatima,39.6207,-8.6524,59.52,67,96,3.62,PT,1684625812
384,baki,-7.6128,110.7839,75.04,82,11,3.74,ID,1684625812
385,barsi,18.2333,75.7,85.96,35,18,2.84,IN,1684625812
386,prairie view,30.0933,-95.9877,86.49,78,80,11.03,US,1684625812
387,buraydah,26.326,43.975,75.65,16,1,9.22,SA,1684625812
388,constitucion,-35.3333,-72.4167,51.94,73,70,1.68,CL,1684625812
389,fereydun kenar,36.6864,52.5225,66.36,70,15,9.13,IR,1684625812
390,beaumont,30.0861,-94.1019,89.58,59,0,9.22,US,1684625698
391,karratha,-20.7377,116.8463,70.23,48,3,30.24,AU,1684625812
392,kristiansund,63.1115,7.732,50.65,71,75,8.05,NO,1684625812
393,dauphin,51.1494,-100.0502,62.74,51,0,20.71,CA,1684625812
394,mandalgovi,45.7625,106.2708,36.59,72,95,17.43,MN,1684625812
395,kone,-21.0595,164.8658,77.27,48,91,4.18,NC,1684625812
396,enewetak,11.3474,162.3373,82.27,80,100,14.7,MH,1684625812
397,severo-yeniseyskiy,60.3725,93.0408,43.32,93,97,3.56,RU,1684625813
398,quatre cocos,-20.2078,57.7625,72.09,79,0,3.8,MU,1684625813
399,bikenibeu village,1.3673,173.1241,87.76,74,20,6.91,KI,1684625813
400,porto novo,6.4965,2.6036,82.22,86,100,7.87,BJ,1684625813
401,noosa heads,-26.3833,153.15,64.11,43,0,12.93,AU,1684625531
402,sao vicente,-23.9631,-46.3919,70.99,26,22,3.11,BR,1684625782
403,santo tome,-31.6627,-60.7653,61.05,96,100,5.99,AR,1684625813
404,sai kung,22.3822,114.2728,86.23,81,50,1.99,CN,1684625813
405,mhamid,29.82,-5.72,72.16,16,0,7.63,MA,1684625786
406,kataba,13.9833,44.3833,63.7,71,65,5.44,YE,1684625813
407,cidreira,-30.1811,-50.2056,65.7,81,99,3.47,BR,1684625813
408,kismayo,-0.3582,42.5454,79.65,86,95,13.13,SO,1684625813
409,hirara,24.8,125.2833,79.07,89,75,5.75,JP,1684625813
410,holyhead,53.3062,-4.6321,57.27,87,100,8.05,GB,1684625813
411,calvinia,-31.4707,19.776,48.16,40,79,4.25,ZA,1684625813
412,gadzhiyevo,69.2551,33.3362,47.73,79,98,9.26,RU,1684625813
413,wad rawah,15.1603,33.1397,84.76,11,1,9.78,SD,1684625813
414,sungai penuh,-2.0833,101.3833,64.85,93,92,2.04,ID,1684625813
415,akcakale,36.7111,38.9475,64.89,58,34,4.45,TR,1684625813
416,el bauga,18.262,33.9081,76.57,13,0,10.36,SD,1684625814
417,portland,45.5234,-122.6762,83.66,53,20,12.66,US,1684625530
418,puerto lempira,15.2667,-83.7667,86.14,70,20,10.36,HN,1684625814
419,east ballina,-28.8667,153.5833,61.81,51,0,11.32,AU,1684625814
420,minas de marcona,-15.2119,-75.1103,59.18,86,32,12.19,PE,1684625814
421,tocopilla,-22.092,-70.1979,66.15,71,97,7.58,CL,1684625582
422,mirabad,30.4362,61.8383,84.72,15,55,7.65,AF,1684625814
423,torghay,49.6339,63.4981,55.56,49,58,9.51,KZ,1684625814
424,sao joao da barra,-21.6403,-41.0511,66.29,94,1,1.5,BR,1684625814
425,kargil,34.5667,76.1,39.49,34,35,2.66,IN,1684625814
426,puerto lleras,3.0223,-73.4044,75.72,94,90,1.95,CO,1684625814
427,tommot,58.9564,126.2925,49.28,71,88,10.45,RU,1684625814
428,banda aceh,5.5577,95.3222,81.72,79,99,5.68,ID,1684625814
429,neryungri,56.6709,124.6491,38.07,99,98,4.07,RU,1684625814
430,zhangye,38.9342,100.4517,56.39,34,73,13.62,CN,1684625814
431,newcastle west,52.4492,-9.0611,55.45,99,100,2.77,IE,1684625814
432,vangaindrano,-23.35,47.6,67.5,75,3,4.43,MG,1684625814
433,saint-joseph,-21.3667,55.6167,73.47,77,7,2.48,RE,1684625814
434,remire-montjoly,4.9167,-52.2667,77.04,94,20,3.44,GF,1684625814
435,sao tome,0.3365,6.7273,79.09,81,74,8.61,ST,1684625814
436,tabalah,19.95,42.4,69.04,51,0,6.87,SA,1684625814
437,bismarck,46.8083,-100.7837,80.44,33,0,10.36,US,1684625700
438,cill airne,52.05,-9.5167,53.89,98,100,0.78,IE,1684625815
439,petrozavodsk,61.7849,34.3469,44.06,93,22,0.0,RU,1684625815
440,general conesa,-40.1,-64.4333,51.39,29,36,19.93,AR,1684625815
441,igrim,63.1906,64.4162,48.31,81,87,7.72,RU,1684625815
442,ust'-kut,56.7938,105.7672,53.28,41,52,3.11,RU,1684625815
443,kalmunai,7.4167,81.8167,77.92,86,44,8.68,LK,1684625815
444,akrehamn,59.2667,5.1833,44.22,93,100,3.44,NO,1684625815
445,haiku-pauwela,20.9219,-156.3051,84.22,54,40,14.97,US,1684625815
446,hargeysa,9.56,44.065,74.23,53,47,19.93,SO,1684625815
447,huimanguillo,17.85,-93.3833,85.91,59,58,15.32,MX,1684625815
448,zelenoborskiy,66.845,32.3622,49.19,77,91,3.27,RU,1684625815
449,touros,-5.1989,-35.4608,78.51,85,38,10.85,BR,1684625784
450,ormara,25.2088,64.6357,81.43,85,71,5.55,PK,1684625815
451,kachug,53.9606,105.8817,53.29,41,7,2.08,RU,1684625815
452,"laikit, laikit ii (dimembe)",1.4792,124.9735,79.65,83,40,1.14,ID,1684625815
453,paita,-5.0892,-81.1144,73.06,86,94,19.69,PE,1684625815
454,vanimo,-2.6741,141.3028,84.33,69,100,3.87,PG,1684625815
455,nouadhibou,20.931,-17.0347,66.18,77,1,14.97,MR,1684625815
456,fort-shevchenko,44.5086,50.263,64.49,64,53,10.69,KZ,1684625815
457,laojunmiao,39.8333,97.7333,47.88,41,89,10.74,CN,1684625816
458,muntok,-2.0667,105.1833,79.16,90,26,6.33,ID,1684625816
459,san rafael del sur,11.8485,-86.4384,94.17,62,69,7.43,NI,1684625816
460,suva,-18.1416,178.4415,80.08,78,75,3.44,FJ,1684625816
461,moree,-29.4667,149.85,53.55,55,41,8.48,AU,1684625816
462,hajdusamson,47.6,21.7667,62.28,67,0,9.22,HU,1684625816
463,inarajan village,13.2736,144.7484,86.99,81,58,12.66,GU,1684625816
464,boa vista,2.8197,-60.6733,80.58,89,40,5.75,BR,1684625711
465,irituia,-1.7711,-47.4381,74.59,99,81,3.22,BR,1684625816
466,ambon,-3.6954,128.1814,82.54,69,20,4.61,ID,1684625584
467,lorengau,-2.0226,147.2712,80.11,88,100,10.58,PG,1684625816
468,shohimardon,39.9839,71.8028,54.37,59,57,6.8,UZ,1684625816
469,cannonvale,-20.2833,148.7,70.99,48,4,4.94,AU,1684625816
470,katsuura,35.1333,140.3,68.02,82,99,6.87,JP,1684625816
471,kokopo,-4.352,152.2633,77.47,82,100,10.67,PG,1684625816
472,khash,28.2211,61.2158,73.56,33,20,2.39,IR,1684625816
473,baharly,38.4362,57.4316,75.7,34,18,3.58,TM,1684625816
474,belmonte,-15.8631,-38.8828,72.27,84,15,8.9,BR,1684625816
475,gurupi,-11.7292,-49.0686,76.71,51,42,0.67,BR,1684625816
476,yuzhno-kurilsk,44.0306,145.8556,41.32,93,100,11.77,RU,1684625816
477,licheng,23.2955,113.8284,81.41,86,99,5.73,CN,1684625817
478,kitimat,54.0524,-128.6534,75.58,52,98,7.0,CA,1684625817
479,sakrand,26.1384,68.2736,84.15,58,0,6.91,PK,1684625817
480,nowogrod bobrzanski,51.7986,15.2352,59.72,87,91,8.19,PL,1684625817
481,itaituba,-4.2761,-55.9836,75.54,98,32,2.98,BR,1684625817
482,nyrob,60.733,56.7202,52.29,66,100,0.2,RU,1684625817
483,port shepstone,-30.7414,30.455,59.95,78,2,7.45,ZA,1684625817
484,ancud,-41.8697,-73.8203,48.92,90,100,23.04,CL,1684625604
485,westport,41.1415,-73.3579,66.49,92,100,11.5,US,1684625817
486,san luis de la loma,17.2706,-100.8939,87.33,61,92,8.88,MX,1684625817
487,pacific grove,36.6177,-121.9166,74.39,80,75,10.36,US,1684625817
488,chandbali,20.7833,86.7667,81.57,91,3,7.74,IN,1684625817
489,faya-largeau,17.9257,19.1043,92.59,14,34,3.38,TD,1684625817
490,kende,11.5197,4.2603,87.51,53,59,16.17,NG,1684625817
491,yemetsk,63.4721,41.7941,44.08,68,3,2.35,RU,1684625817
492,mili,6.0815,171.735,83.14,80,89,13.0,MH,1684625817
493,saint-francois,46.4154,3.9054,54.84,94,0,2.3,FR,1684625817
494,diyadin,39.5406,43.6713,44.89,90,98,4.7,TR,1684625817
495,nerchinsk,51.9833,116.5833,55.54,43,36,6.2,RU,1684625817
496,pudozh,61.8099,36.5345,44.17,78,0,0.56,RU,1684625818
497,ketchikan,55.3422,-131.6461,63.07,59,20,12.66,US,1684625597
498,calatayud,41.3535,-1.6432,47.55,73,77,2.62,ES,1684625818
499,toliara,-23.35,43.6667,73.58,78,33,5.88,MG,1684625818
500,oranjemund,-28.55,16.4333,52.21,88,18,7.0,NA,1684625818
501,bedesa,8.9,40.7833,63.18,82,16,6.73,ET,1684625818
502,luderitz,-26.6481,15.1594,56.88,48,1,12.73,NA,1684625818
503,mata-utu,-13.2816,-176.1745,84.2,76,59,11.39,WF,1684625818
504,tsiombe,-25.3,45.4833,66.13,89,0,6.4,MG,1684625818
505,hilo,19.7297,-155.09,82.13,81,40,14.97,US,1684625795
506,zahedan,29.4963,60.8629,69.71,24,0,0.0,IR,1684625782
507,kaohsiung,22.6163,120.3133,85.03,73,40,3.44,TW,1684625818
508,muroto-misakicho,33.2833,134.15,70.21,80,61,3.8,JP,1684625818
509,rurrenabaque,-14.4413,-67.5278,74.28,91,58,0.65,BO,1684625818
510,al jawf,29.5,38.75,65.75,43,8,8.12,SA,1684625818
511,malvan,16.0667,73.4667,83.61,77,1,11.34,IN,1684625818
512,mundo novo,-11.8589,-40.4725,64.08,77,2,4.74,BR,1684625587
513,an ros,53.5223,-6.0931,57.0,93,75,1.14,IE,1684625818
514,polyarnyy,69.1989,33.4478,51.33,78,96,7.96,RU,1684625784
515,villa gesell,-37.2639,-56.973,50.59,62,32,12.1,AR,1684625818
516,greenville,35.6127,-77.3663,78.96,72,0,1.99,US,1684625529
517,valparaiso,-33.0393,-71.6273,55.04,82,75,6.91,CL,1684625818
518,inyati,-19.6756,28.8469,55.49,88,2,6.64,ZW,1684625818
519,ginir,7.1333,40.7,58.71,84,46,4.21,ET,1684625819
520,hepo,23.4308,115.8299,79.52,90,86,3.09,CN,1684625819
521,hailar,49.2,119.7,58.75,37,28,13.22,CN,1684625819
522,essaouira,31.5125,-9.77,60.3,65,31,2.3,MA,1684625819
523,tangalle,6.024,80.7911,75.63,93,47,4.0,LK,1684625819
524,shouguang,36.88,118.7375,70.68,20,73,10.65,CN,1684625819
525,margate,51.3813,1.3862,53.91,85,96,11.01,GB,1684625819
526,south sioux city,42.4739,-96.4136,73.99,27,0,4.61,US,1684625819
527,siirt,37.9326,41.9403,57.94,82,100,2.21,TR,1684625663
528,rokiskis,55.9667,25.5833,46.78,81,8,5.21,LT,1684625819
529,mount pearl,47.5166,-52.7813,50.45,76,75,33.38,CA,1684625615
530,hami,42.8,93.45,68.59,8,73,7.18,CN,1684625819
531,jonuta,18.0833,-92.1333,85.05,66,63,7.25,MX,1684625819
532,koryazhma,61.3143,47.1691,47.55,92,65,4.16,RU,1684625819
533,yueyang,29.3333,113.0919,76.3,87,23,7.31,CN,1684625819
534,salanso,12.1833,-4.0833,86.97,51,95,9.53,BF,1684625819
535,gummidipundi,13.4,80.15,86.0,64,83,5.55,IN,1684625819
536,kilindoni,-7.9139,39.6668,79.93,80,99,13.69,TZ,1684625819
537,bati,11.1833,40.0167,69.12,60,35,8.99,ET,1684625819
538,praia da vitoria,38.7333,-27.0667,62.85,82,75,15.01,PT,1684625785
539,harar,9.3094,42.1258,60.08,82,11,2.19,ET,1684625819
540,saudarkrokur,65.7461,-19.6394,38.39,71,51,28.81,IS,1684625820
541,mana,5.6592,-53.7767,78.94,90,74,8.61,GF,1684625820
542,labytnangi,66.6572,66.4183,38.95,64,73,4.32,RU,1684625820
543,pimentel,-6.8367,-79.9342,77.29,69,0,25.32,PE,1684625820
544,machico,32.7,-16.7667,65.03,63,40,8.05,PT,1684625820
545,puerto baquerizo moreno,-0.9,-89.6,77.47,83,93,15.75,EC,1684625820
546,naama,33.2667,-0.3167,56.53,48,58,5.93,DZ,1684625820
547,saint-philippe,-21.3585,55.7679,72.99,84,26,1.61,RE,1684625820
548,sanibel,26.449,-82.0223,84.27,72,12,8.01,US,1684625820
549,palikir - national government center,6.9248,158.1611,84.94,79,100,11.5,FM,1684625820
550,vytegra,61.0064,36.4481,42.03,76,3,0.43,RU,1684625820
551,itapirapua,-15.8233,-50.6133,69.53,43,1,4.83,BR,1684625820
552,bileca,42.8719,18.4297,64.29,87,68,4.29,BA,1684625820
553,viana do castelo,41.6932,-8.8329,55.67,75,29,8.88,PT,1684625820
554,ha'il,27.5219,41.6907,68.02,28,0,2.3,SA,1684625820
555,bousso,10.4795,16.7117,93.27,32,80,2.01,TD,1684625820
556,shaoguan,24.8,113.5833,76.96,94,78,1.79,CN,1684625820
557,mahenge,-8.6833,36.7167,58.5,93,76,1.97,TZ,1684625820
558,vaxjo,56.8777,14.8091,49.24,74,75,2.3,SE,1684625820
559,howrah,22.5892,88.3103,84.2,94,40,9.22,IN,1684625821
560,kolonia,50.9333,6.95,58.86,81,0,3.44,DE,1684625783
561,sorong,-0.8833,131.25,78.82,77,42,10.29,ID,1684625821
562,sao gabriel da cachoeira,-0.1303,-67.0892,78.6,94,0,0.0,BR,1684625821
563,clearwater,27.9659,-82.8001,87.91,72,0,14.0,US,1684625821
564,leh,34.1667,77.5833,40.37,45,1,3.94,IN,1684625821
